typ_predmetu_hodnoceni;kod_chu;nazev_chu;druh;feature_code;hodnocene_obdobi_od;hodnocene_obdobi_do;oop;parametr_nazev;parametr_hodnota;parametr_limit;parametr_jednotka;stav;trend;datum_hodnoceni;pracoviste;metodika
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;130;100;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;131;4;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313134;Újezdec;Bombina bombina;1188;2022-05-09;2024-08-08;Krajský úřad Jihočeského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;zlepšující se;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;27;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;21;13;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;22;70;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;80;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;36;66.67;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;130;100;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;131;3;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613336;V Kopaninách;Bombina bombina;1188;2023-05-28;2024-07-18;Krajský úřad Kraje Vysočina;10;NA;NA;hodnocení dílčích parametrů;dobrý;setrvalý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;27;55.56;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;21;15;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;22;90;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;80;80;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;32;66.67;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;36;88.89;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;130;55.56;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;131;9;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613338;Vetelské rybníky;Bombina bombina;1188;2022-05-20;2024-06-19;AOPK ČR - RP Vysočina;10;NA;NA;hodnocení dílčích parametrů;dobrý;zlepšující se;2025-04-10;RP Vysočina;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;27;71.43;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;21;45;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;22;210;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;80;33.33;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;32;85.71;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;37;85.71;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;130;42.86;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;131;7;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313138;Vrbenské rybníky;Bombina bombina;1188;2022-05-02;2024-06-12;Krajský úřad Jihočeského kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;27;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;21;0;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;22;0;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;80;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;32;33.33;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;33;33.33;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;131;3;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0614057;Znětínské rybníky;Bombina bombina;1188;2022-04-29;2024-05-18;Krajský úřad Kraje Vysočina;10;NA;NA;hodnocení dílčích parametrů;špatný;neznámý;2025-04-10;RP Vysočina;19269
